"V1","V2","V3"
"Acid","Pineapple Kush","0"
"Acid","Pink Kush","0"
"Acid","Pitbull","0"
"Acid","Platinum Girl Scout Cookies","0.0234375"
"Acid","Platinum Kush","0.03125"
"Acid","Platinum OG","0.0234375"
"Acid","Plushberry","0"
"Acid","Purple Afghani","0.03125"
"Acid","Purple Diesel","0.19921875"
"Acid","Purple Elephant","0"
"Acid","Purple Kush","0.015625"
"Acid","Purple Thai","0"
"Acid","Purple Trainwreck","0"
"Acid","Qrazy Train","0"
"Acid","Querkle","0"
"Acid","Rare Darkness","0"
"Acid","ReCon","0.0234375"
"Acid","Red Diesel","0.19140625"
"Acid","Red Dragon","0"
"Acid","Romulan","0"
"Acid","Royal Kush","0"
"Acid","S.A.G.E.","0"
"Acid","Sage n Sour","0.19921875"
"Acid","Short Term Amnesia","0"
"Acid","Silver Haze","0.03515625"
"Acid","Skywalker","0"
"Acid","Skywalker OG","0.0234375"
"Acid","Snow White","0"
"Acid","Snowcap","0"
"Acid","Sour Alien","0.1669921875"
"Acid","Sour Diesel","0.3984375"
"Acid","Sour Kush","0.22265625"
"Acid","Sour Maui","0.19921875"
"Acid","Sour OG","0.19921875"
"Acid","Sour Tsunami","0.39453125"
"Acid","Sour Willie","0.19921875"
"Acid","Space Queen","0"
"Acid","Stardawg","0.091796875"
"Acid","Starfighter","0.0263671875"
"Acid","Strawberry Cough","0"
"Acid","Strawberry Diesel","0.19140625"
"Acid","Strawberry Kush","0.01171875"
"Acid","Sugar Plum","0"
"Acid","Super Lemon Haze","0"
"Acid","Super Skunk","0"
"Acid","Sweet Pink Grapefruit","0"
"Acid","Sweet Skunk","0.03515625"
"Acid","Sweet Tooth","0"
"Acid","Tahoe Alien","0.029296875"
"Acid","Tahoe OG","0.0234375"
"Acid","Tangerine Dream","0"
"Acid","Tangerine Kush","0"
"Acid","Tangie","0"
"Acid","The Black","0"
"Acid","The Flav","0"
"Acid","Thin Mint Girl Scout Cookies","0.0234375"
"Acid","Tres Dawg","0.08984375"
"Acid","UK Cheese","0"
"Acid","Ultra Sonja","0"
"Acid","Vanilla Kush","0"
"Acid","Vortex","0"
"Acid","Warlock","0"
"Acid","West Coast Dawg","0.046875"
"Acid","White Fire","0"
"Acid","White Moonshine","0"
"Acid","White Purple Urkel","0"
"Acid","White Rhino","0"
"Acid","White Russian","0"
"Acid","White Widow","0"
"Acid","William's Wonder","0"
"Acid","Willie Nelson","0"
"Acid","XJ-13","0"
"Acid","green queen","0"
"Acid","purple arrow","0.015625"
"Acid","wally og","0"
"Acid","white nightmare","0"
"Afghan\/Skunk","#1","0"
"Afghan\/Skunk","A-K","0.25"
"Afghan\/Skunk","Ace of Spades","0"
"Afghan\/Skunk","Acid","0.03125"
"Afghan\/Skunk","Afghan\/Skunk","1"
"Afghan\/Skunk","Afghani Hawaiian","0.25"
"Afghan\/Skunk","Afgoo","0.25"
"Afghan\/Skunk","Agent Orange","0.125"
"Afghan\/Skunk","Alaskan Ice","0"
"Afghan\/Skunk","Alien Dawg","0"
"Afghan\/Skunk","Alien Kush","0"
"Afghan\/Skunk","Alien OG","0"
"Afghan\/Skunk","Animal Cookies","0"
"Afghan\/Skunk","Apollo 13","0"
"Afghan\/Skunk","Banana Kush","0.125"
"Afghan\/Skunk","Berkeley","0"
"Afghan\/Skunk","Berkeley Blues","0"
"Afghan\/Skunk","Berry White","0"
"Afghan\/Skunk","Bio Diesel Mass","0.09375"
"Afghan\/Skunk","Bio-Diesel","0.03125"
"Afghan\/Skunk","Blackberry","0.25"
"Afghan\/Skunk","Blackberry Kush","0.125"
"Afghan\/Skunk","Blood Wreck","0"
"Afghan\/Skunk","Blowfish","0"
"Afghan\/Skunk","Blue Cheese","0"
"Afghan\/Skunk","Blue City Diesel","0.0625"
"Afghan\/Skunk","Blue Diesel","0.046875"
"Afghan\/Skunk","Blue Dream","0"
"Afghan\/Skunk","Blue Magoo","0"
"Afghan\/Skunk","Blue Widow","0"
"Afghan\/Skunk","Blueberry Kush","0"
"Afghan\/Skunk","Blueberry Line","0.125"
"Afghan\/Skunk","Blueberry OG","0"
"Afghan\/Skunk","Bruce Banner","0.03125"
"Afghan\/Skunk","Bubba Kush","0"
"Afghan\/Skunk","Bubba OG","0"
"Afghan\/Skunk","California Sour","0"
"Afghan\/Skunk","Candy Kush","0"
"Afghan\/Skunk","Candyland","0"
"Afghan\/Skunk","Cannadential","0.125"
"Afghan\/Skunk","Cannalope Haze","0"
"Afghan\/Skunk","Cannatonic","0"
"Afghan\/Skunk","Casey Jones","0"
"Afghan\/Skunk","Cataract Kush","0.125"
"Afghan\/Skunk","Charles Kush","0"
"Afghan\/Skunk","Cheese Quake","0"
"Afghan\/Skunk","Chem Valley Kush","0"
"Afghan\/Skunk","Chemdog Sour Diesel","0"
"Afghan\/Skunk","Chemmy Jones","0"
"Afghan\/Skunk","Chernobyl","0"
"Afghan\/Skunk","Cherry Pie","0"
"Afghan\/Skunk","Chocolope","0"
"Afghan\/Skunk","Cinderella 88","0"
"Afghan\/Skunk","Cinderella 99","0"
"Afghan\/Skunk","Cinex","0"
"Afghan\/Skunk","Colombian Gold","0"
"Afghan\/Skunk","Cookies and Cream","0"
"Afghan\/Skunk","Corleone Kush","0"
"Afghan\/Skunk","Cotton Candy","0"
"Afghan\/Skunk","Critical Kush","0.125"
"Afghan\/Skunk","Critical Mass","0.25"
"Afghan\/Skunk","DNL","0"
"Afghan\/Skunk","Dairy Queen","0"
"Afghan\/Skunk","DeadHead OG","0"
"Afghan\/Skunk","Death Star","0"
"Afghan\/Skunk","Diesel","0.0625"
"Afghan\/Skunk","Diesel Ryder","0.0625"
"Afghan\/Skunk","Double Dawg","0.125"
"Afghan\/Skunk","Dutch Hawaiian","0"
"Afghan\/Skunk","Dynamite","0"
"Afghan\/Skunk","Fire OG","0"
"Afghan\/Skunk","Flo","0.25"
"Afghan\/Skunk","Floral Line","0.25"
"Afghan\/Skunk","Fruity Pebbles","0.046875"
"Afghan\/Skunk","G-13 Haze","0"
"Afghan\/Skunk","G-13 Haze NYC Diesel","0.0625"
"Afghan\/Skunk","Ghost Train Haze #1","0"
"Afghan\/Skunk","Girl Scout Cookies","0"
"Afghan\/Skunk","Glass Slipper","0"
"Afghan\/Skunk","God's Gift","0"
"Afghan\/Skunk","Golden Goat","0"
"Afghan\/Skunk","Gorilla Glue #4","0"
"Afghan\/Skunk","Grape God","0"
"Afghan\/Skunk","Grape Stomper","0"
"Afghan\/Skunk","Great White Shark","0.125"
"Afghan\/Skunk","Green Crack","0.25"
"Afghan\/Skunk","Green Ribbon","0.1875"
"Afghan\/Skunk","HTAF","0.25"
"Afghan\/Skunk","Hash Plant x Northern Lights","0"
"Afghan\/Skunk","Hawaiian Haze","0"
"Afghan\/Skunk","Headband","0"
"Afghan\/Skunk","Hells Angel OG","0.125"
"Afghan\/Skunk","Holy Grail Kush","0"
"Afghan\/Skunk","Humboldt Snow","0"
"Afghan\/Skunk","J1","0.25"
"Afghan\/Skunk","Jack Flash","0.0625"
"Afghan\/Skunk","Jack Herer","0"
"Afghan\/Skunk","Jack the Ripper","0"
"Afghan\/Skunk","Jedi Kush","0"
"Afghan\/Skunk","Jesus OG","0.0625"
"Afghan\/Skunk","Jillybean","0.125"
"Afghan\/Skunk","Juicy Fruit","0.25"
"Afghan\/Skunk","KC 33","0"
"Afghan\/Skunk","Kandy Kush","0"
"Afghan\/Skunk","Kimbo Kush","0.0625"
"Afghan\/Skunk","Kish","0"
"Afghan\/Skunk","Kong","0.03125"
"Afghan\/Skunk","Kushberry","0"
"Afghan\/Skunk","LA Confidential","0.25"
"Afghan\/Skunk","LSD","0.25"
"Afghan\/Skunk","Larry OG","0"
"Afghan\/Skunk","Las Vegas Purple Kush","0"
"Afghan\/Skunk","Lee Roy","0"
"Afghan\/Skunk","Lemon Alien Dawg","0"
"Afghan\/Skunk","Lemon Diesel","0"
"Afghan\/Skunk","Lemon Haze","0"
"Afghan\/Skunk","Lemon Kush","0"
"Afghan\/Skunk","Lemon Thai","0"
"Afghan\/Skunk","Liberty Haze","0"
"Afghan\/Skunk","Lost Coast OG","0"
"Afghan\/Skunk","Lowryder #2","0"
"Afghan\/Skunk","Mango","0"
"Afghan\/Skunk","Mango Kush","0"
"Afghan\/Skunk","Mass","0.125"
"Afghan\/Skunk","Master Kush","0"
"Afghan\/Skunk","Mk-Ultra","0"
"Afghan\/Skunk","Mob Boss","0"
"Afghan\/Skunk","Moby Dick","0"
"Afghan\/Skunk","Moonshine Haze","0"
"Afghan\/Skunk","Motavation","0.0625"
"Afghan\/Skunk","Mr. Nice","0"
"Afghan\/Skunk","NYC Diesel","0.125"
"Afghan\/Skunk","Nevil's Wreck","0"
"Afghan\/Skunk","Northern Lights x Haze","0"
"Afghan\/Skunk","Nuken","0"
"Afghan\/Skunk","OG Kush","0"
"Afghan\/Skunk","Obama Kush","0.25"
"Afghan\/Skunk","Ogre","0"
"Afghan\/Skunk","Orange Crush","0"
"Afghan\/Skunk","Orange Kush","0"
"Afghan\/Skunk","Orange Velvet","0.25"
"Afghan\/Skunk","Oriental Express","0"
"Afghan\/Skunk","Original Diesel","0"
"Afghan\/Skunk","Original Sour Diesel","0"
"Afghan\/Skunk","P50","0"
"Afghan\/Skunk","P75","0"
"Afghan\/Skunk","Permafrost","0"
"Afghan\/Skunk","Phantom Cookies","0"
"Afghan\/Skunk","Pineapple 99","0"
"Afghan\/Skunk","Pineapple Chunk","0"
"Afghan\/Skunk","Pineapple Express","0"
"Afghan\/Skunk","Pineapple Kush","0"
"Afghan\/Skunk","Pink Kush","0"
"Afghan\/Skunk","Pitbull","0"
"Afghan\/Skunk","Platinum Girl Scout Cookies","0"
"Afghan\/Skunk","Platinum Kush","0.25"
"Afghan\/Skunk","Platinum OG","0"
"Afghan\/Skunk","Plushberry","0"
"Afghan\/Skunk","Purple Afghani","0.25"
"Afghan\/Skunk","Purple Diesel","0"
"Afghan\/Skunk","Purple Elephant","0"
"Afghan\/Skunk","Purple Kush","0.125"
"Afghan\/Skunk","Purple Thai","0"
"Afghan\/Skunk","Purple Trainwreck","0"
"Afghan\/Skunk","Qrazy Train","0"
"Afghan\/Skunk","Querkle","0"
"Afghan\/Skunk","Rare Darkness","0"
"Afghan\/Skunk","ReCon","0.1875"
"Afghan\/Skunk","Red Diesel","0.0625"
"Afghan\/Skunk","Red Dragon","0"
"Afghan\/Skunk","Romulan","0"
"Afghan\/Skunk","Royal Kush","0.25"
"Afghan\/Skunk","S.A.G.E.","0"
"Afghan\/Skunk","Sage n Sour","0"
"Afghan\/Skunk","Short Term Amnesia","0"
"Afghan\/Skunk","Silver Haze","0.125"
"Afghan\/Skunk","Skywalker","0"
"Afghan\/Skunk","Skywalker OG","0"
"Afghan\/Skunk","Snow White","0"
"Afghan\/Skunk","Snowcap","0"
"Afghan\/Skunk","Sour Alien","0"
"Afghan\/Skunk","Sour Diesel","0"
"Afghan\/Skunk","Sour Kush","0"
"Afghan\/Skunk","Sour Maui","0"
"Afghan\/Skunk","Sour OG","0"
"Afghan\/Skunk","Sour Tsunami","0.03125"
"Afghan\/Skunk","Sour Willie","0"
"Afghan\/Skunk","Space Queen","0"
"Afghan\/Skunk","Stardawg","0.03125"
"Afghan\/Skunk","Starfighter","0"
"Afghan\/Skunk","Strawberry Cough","0"
"Afghan\/Skunk","Strawberry Diesel","0.0625"
"Afghan\/Skunk","Strawberry Kush","0"
"Afghan\/Skunk","Sugar Plum","0"
"Afghan\/Skunk","Super Lemon Haze","0"
"Afghan\/Skunk","Super Skunk","0.25"
"Afghan\/Skunk","Sweet Pink Grapefruit","0"
"Afghan\/Skunk","Sweet Skunk","0"
"Afghan\/Skunk","Sweet Tooth","0"
"Afghan\/Skunk","Tahoe Alien","0"
"Afghan\/Skunk","Tahoe OG","0"
"Afghan\/Skunk","Tangerine Dream","0"
"Afghan\/Skunk","Tangerine Kush","0"
"Afghan\/Skunk","Tangie","0.125"
"Afghan\/Skunk","The Black","0"
"Afghan\/Skunk","The Flav","0"
"Afghan\/Skunk","Thin Mint Girl Scout Cookies","0"
"Afghan\/Skunk","Tres Dawg","0.0625"
"Afghan\/Skunk","UK Cheese","0.25"
"Afghan\/Skunk","Ultra Sonja","0.125"
"Afghan\/Skunk","Vanilla Kush","0"
"Afghan\/Skunk","Vortex","0"
"Afghan\/Skunk","Warlock","0.125"
"Afghan\/Skunk","West Coast Dawg","0"
"Afghan\/Skunk","White Fire","0"
"Afghan\/Skunk","White Moonshine","0"
"Afghan\/Skunk","White Purple Urkel","0"
"Afghan\/Skunk","White Rhino","0"
"Afghan\/Skunk","White Russian","0"
"Afghan\/Skunk","White Widow","0"
"Afghan\/Skunk","William's Wonder","0"
"Afghan\/Skunk","Willie Nelson","0"
"Afghan\/Skunk","XJ-13","0"
"Afghan\/Skunk","green queen","0.125"
"Afghan\/Skunk","purple arrow","0.125"
"Afghan\/Skunk","wally og","0"
"Afghan\/Skunk","white nightmare","0"
"Afghani Hawaiian","#1","0"
"Afghani Hawaiian","A-K","0.25"
"Afghani Hawaiian","Ace of Spades","0"
"Afghani Hawaiian","Acid","0.125"
"Afghani Hawaiian","Afghan\/Skunk","0.25"
"Afghani Hawaiian","Afghani Hawaiian","1"
"Afghani Hawaiian","Afgoo","0.25"
"Afghani Hawaiian","Agent Orange","0"
"Afghani Hawaiian","Alaskan Ice","0"
"Afghani Hawaiian","Alien Dawg","0"
"Afghani Hawaiian","Alien Kush","0"
"Afghani Hawaiian","Alien OG","0"
"Afghani Hawaiian","Animal Cookies","0"
"Afghani Hawaiian","Apollo 13","0"
"Afghani Hawaiian","Banana Kush","0"
"Afghani Hawaiian","Berkeley","0"
"Afghani Hawaiian","Berkeley Blues","0"
"Afghani Hawaiian","Berry White","0"
"Afghani Hawaiian","Bio Diesel Mass","0.125"
"Afghani Hawaiian","Bio-Diesel","0.125"
"Afghani Hawaiian","Blackberry","0.25"
"Afghani Hawaiian","Blackberry Kush","0.125"
"Afghani Hawaiian","Blood Wreck","0"
"Afghani Hawaiian","Blowfish","0"
"Afghani Hawaiian","Blue Cheese","0"
"Afghani Hawaiian","Blue City Diesel","0.25"
"Afghani Hawaiian","Blue Diesel","0.0625"
"Afghani Hawaiian","Blue Dream","0"
"Afghani Hawaiian","Blue Magoo","0"
"Afghani Hawaiian","Blue Widow","0"
"Afghani Hawaiian","Blueberry Kush","0"
"Afghani Hawaiian","Blueberry Line","0.125"
"Afghani Hawaiian","Blueberry OG","0"
"Afghani Hawaiian","Bruce Banner","0.125"
"Afghani Hawaiian","Bubba Kush","0"
"Afghani Hawaiian","Bubba OG","0"
"Afghani Hawaiian","California Sour","0"
"Afghani Hawaiian","Candy Kush","0"
"Afghani Hawaiian","Candyland","0"
"Afghani Hawaiian","Cannadential","0.125"
"Afghani Hawaiian","Cannalope Haze","0"
"Afghani Hawaiian","Cannatonic","0"
"Afghani Hawaiian","Casey Jones","0"
"Afghani Hawaiian","Cataract Kush","0.125"
"Afghani Hawaiian","Charles Kush","0"
"Afghani Hawaiian","Cheese Quake","0"
"Afghani Hawaiian","Chem Valley Kush","0"
"Afghani Hawaiian","Chemdog Sour Diesel","0"
"Afghani Hawaiian","Chemmy Jones","0"
"Afghani Hawaiian","Chernobyl","0"
"Afghani Hawaiian","Cherry Pie","0"
"Afghani Hawaiian","Chocolope","0"
"Afghani Hawaiian","Cinderella 88","0"
"Afghani Hawaiian","Cinderella 99","0"
"Afghani Hawaiian","Cinex","0"
"Afghani Hawaiian","Colombian Gold","0"
"Afghani Hawaiian","Cookies and Cream","0"
"Afghani Hawaiian","Corleone Kush","0"
"Afghani Hawaiian","Cotton Candy","0"
"Afghani Hawaiian","Critical Kush","0"
"Afghani Hawaiian","Critical Mass","0"
"Afghani Hawaiian","DNL","0"
"Afghani Hawaiian","Dairy Queen","0"
"Afghani Hawaiian","DeadHead OG","0"
"Afghani Hawaiian","Death Star","0"
"Afghani Hawaiian","Diesel","0.25"
"Afghani Hawaiian","Diesel Ryder","0.25"
"Afghani Hawaiian","Double Dawg","0.125"
"Afghani Hawaiian","Dutch Hawaiian","0"
"Afghani Hawaiian","Dynamite","0"
"Afghani Hawaiian","Fire OG","0"
"Afghani Hawaiian","Flo","0.25"
"Afghani Hawaiian","Floral Line","0.25"
"Afghani Hawaiian","Fruity Pebbles","0.015625"
"Afghani Hawaiian","G-13 Haze","0"
"Afghani Hawaiian","G-13 Haze NYC Diesel","0.25"
"Afghani Hawaiian","Ghost Train Haze #1","0"
"Afghani Hawaiian","Girl Scout Cookies","0"
"Afghani Hawaiian","Glass Slipper","0"
"Afghani Hawaiian","God's Gift","0"
"Afghani Hawaiian","Golden Goat","0"
"Afghani Hawaiian","Gorilla Glue #4","0"
"Afghani Hawaiian","Grape God","0"
"Afghani Hawaiian","Grape Stomper","0"
"Afghani Hawaiian","Great White Shark","0"
"Afghani Hawaiian","Green Crack","0"
"Afghani Hawaiian","Green Ribbon","0.0625"
"Afghani Hawaiian","HTAF","0.25"
"Afghani Hawaiian","Hash Plant x Northern Lights","0"
"Afghani Hawaiian","Hawaiian Haze","0"
"Afghani Hawaiian","Headband","0"
"Afghani Hawaiian","Hells Angel OG","0.125"
"Afghani Hawaiian","Holy Grail Kush","0"
"Afghani Hawaiian","Humboldt Snow","0"
"Afghani Hawaiian","J1","0"
"Afghani Hawaiian","Jack Flash","0"
"Afghani Hawaiian","Jack Herer","0"
"Afghani Hawaiian","Jack the Ripper","0"
"Afghani Hawaiian","Jedi Kush","0"
"Afghani Hawaiian","Jesus OG","0.0625"
"Afghani Hawaiian","Jillybean","0"
"Afghani Hawaiian","Juicy Fruit","0.25"
"Afghani Hawaiian","KC 33","0"
"Afghani Hawaiian","Kandy Kush","0"
"Afghani Hawaiian","Kimbo Kush","0.0625"
"Afghani Hawaiian","Kish","0"
"Afghani Hawaiian","Kong","0"
"Afghani Hawaiian","Kushberry","0"
"Afghani Hawaiian","LA Confidential","0.25"
"Afghani Hawaiian","LSD","0"
"Afghani Hawaiian","Larry OG","0"
"Afghani Hawaiian","Las Vegas Purple Kush","0"
"Afghani Hawaiian","Lee Roy","0"
"Afghani Hawaiian","Lemon Alien Dawg","0"
"Afghani Hawaiian","Lemon Diesel","0"
"Afghani Hawaiian","Lemon Haze","0"
"Afghani Hawaiian","Lemon Kush","0"
"Afghani Hawaiian","Lemon Thai","0"
"Afghani Hawaiian","Liberty Haze","0"
"Afghani Hawaiian","Lost Coast OG","0"
"Afghani Hawaiian","Lowryder #2","0"
"Afghani Hawaiian","Mango","0"
"Afghani Hawaiian","Mango Kush","0"
"Afghani Hawaiian","Mass","0"
"Afghani Hawaiian","Master Kush","0"
"Afghani Hawaiian","Mk-Ultra","0"
"Afghani Hawaiian","Mob Boss","0"
"Afghani Hawaiian","Moby Dick","0"
"Afghani Hawaiian","Moonshine Haze","0"
"Afghani Hawaiian","Motavation","0"
"Afghani Hawaiian","Mr. Nice","0"
"Afghani Hawaiian","NYC Diesel","0.5"
"Afghani Hawaiian","Nevil's Wreck","0"
"Afghani Hawaiian","Northern Lights x Haze","0"
"Afghani Hawaiian","Nuken","0"
"Afghani Hawaiian","OG Kush","0"
"Afghani Hawaiian","Obama Kush","0"
"Afghani Hawaiian","Ogre","0"
"Afghani Hawaiian","Orange Crush","0"
"Afghani Hawaiian","Orange Kush","0"
"Afghani Hawaiian","Orange Velvet","0"
"Afghani Hawaiian","Oriental Express","0"
"Afghani Hawaiian","Original Diesel","0"
"Afghani Hawaiian","Original Sour Diesel","0"
"Afghani Hawaiian","P50","0"
"Afghani Hawaiian","P75","0"
"Afghani Hawaiian","Permafrost","0"
"Afghani Hawaiian","Phantom Cookies","0"
"Afghani Hawaiian","Pineapple 99","0"
"Afghani Hawaiian","Pineapple Chunk","0"
"Afghani Hawaiian","Pineapple Express","0.25"
"Afghani Hawaiian","Pineapple Kush","0"
"Afghani Hawaiian","Pink Kush","0"
"Afghani Hawaiian","Pitbull","0"
"Afghani Hawaiian","Platinum Girl Scout Cookies","0"
"Afghani Hawaiian","Platinum Kush","0.25"
"Afghani Hawaiian","Platinum OG","0"
"Afghani Hawaiian","Plushberry","0"
"Afghani Hawaiian","Purple Afghani","0.25"
"Afghani Hawaiian","Purple Diesel","0"
"Afghani Hawaiian","Purple Elephant","0"
"Afghani Hawaiian","Purple Kush","0.125"
"Afghani Hawaiian","Purple Thai","0"
"Afghani Hawaiian","Purple Trainwreck","0"
"Afghani Hawaiian","Qrazy Train","0"
"Afghani Hawaiian","Querkle","0"
"Afghani Hawaiian","Rare Darkness","0"
"Afghani Hawaiian","ReCon","0.1875"
"Afghani Hawaiian","Red Diesel","0.25"
"Afghani Hawaiian","Red Dragon","0"
"Afghani Hawaiian","Romulan","0"
"Afghani Hawaiian","Royal Kush","0"
"Afghani Hawaiian","S.A.G.E.","0"
"Afghani Hawaiian","Sage n Sour","0"
"Afghani Hawaiian","Short Term Amnesia","0"
"Afghani Hawaiian","Silver Haze","0"
"Afghani Hawaiian","Skywalker","0"
"Afghani Hawaiian","Skywalker OG","0"
"Afghani Hawaiian","Snow White","0"
"Afghani Hawaiian","Snowcap","0"
"Afghani Hawaiian","Sour Alien","0"
"Afghani Hawaiian","Sour Diesel","0"
"Afghani Hawaiian","Sour Kush","0"
"Afghani Hawaiian","Sour Maui","0"
"Afghani Hawaiian","Sour OG","0"
"Afghani Hawaiian","Sour Tsunami","0.125"
"Afghani Hawaiian","Sour Willie","0"
"Afghani Hawaiian","Space Queen","0"
"Afghani Hawaiian","Stardawg","0.03125"
"Afghani Hawaiian","Starfighter","0"
"Afghani Hawaiian","Strawberry Cough","0"
"Afghani Hawaiian","Strawberry Diesel","0.25"
"Afghani Hawaiian","Strawberry Kush","0"
"Afghani Hawaiian","Sugar Plum","0"
"Afghani Hawaiian","Super Lemon Haze","0"
"Afghani Hawaiian","Super Skunk","0"
"Afghani Hawaiian","Sweet Pink Grapefruit","0"
"Afghani Hawaiian","Sweet Skunk","0"
"Afghani Hawaiian","Sweet Tooth","0"
"Afghani Hawaiian","Tahoe Alien","0"
"Afghani Hawaiian","Tahoe OG","0"
"Afghani Hawaiian","Tangerine Dream","0"
"Afghani Hawaiian","Tangerine Kush","0"
"Afghani Hawaiian","Tangie","0"
"Afghani Hawaiian","The Black","0"
"Afghani Hawaiian","The Flav","0"
"Afghani Hawaiian","Thin Mint Girl Scout Cookies","0"
"Afghani Hawaiian","Tres Dawg","0.0625"
"Afghani Hawaiian","UK Cheese","0"
"Afghani Hawaiian","Ultra Sonja","0"
"Afghani Hawaiian","Vanilla Kush","0"
"Afghani Hawaiian","Vortex","0"
"Afghani Hawaiian","Warlock","0"
"Afghani Hawaiian","West Coast Dawg","0"
"Afghani Hawaiian","White Fire","0"
"Afghani Hawaiian","White Moonshine","0"
"Afghani Hawaiian","White Purple Urkel","0"
"Afghani Hawaiian","White Rhino","0"
"Afghani Hawaiian","White Russian","0"
"Afghani Hawaiian","White Widow","0"
"Afghani Hawaiian","William's Wonder","0"
"Afghani Hawaiian","Willie Nelson","0"
"Afghani Hawaiian","XJ-13","0"
"Afghani Hawaiian","green queen","0"
"Afghani Hawaiian","purple arrow","0.125"
"Afghani Hawaiian","wally og","0"
"Afghani Hawaiian","white nightmare","0"
"Afgoo","#1","0"
"Afgoo","A-K","0.25"
"Afgoo","Ace of Spades","0"
"Afgoo","Acid","0.03125"
"Afgoo","Afghan\/Skunk","0.25"
"Afgoo","Afghani Hawaiian","0.25"
"Afgoo","Afgoo","1"
"Afgoo","Agent Orange","0.00048828125"
"Afgoo","Alaskan Ice","0.125"
"Afgoo","Alien Dawg","0"
"Afgoo","Alien Kush","0"
"Afgoo","Alien OG","0"
"Afgoo","Animal Cookies","0"
"Afgoo","Apollo 13","0.0078125"
"Afgoo","Banana Kush","0.0625"
"Afgoo","Berkeley","0"
"Afgoo","Berkeley Blues","0"
"Afgoo","Berry White","0"
"Afgoo","Bio Diesel Mass","0.03125"
"Afgoo","Bio-Diesel","0.03125"
"Afgoo","Blackberry","0.25"
"Afgoo","Blackberry Kush","0.125"
"Afgoo","Blood Wreck","0"
"Afgoo","Blowfish","0"
"Afgoo","Blue Cheese","0"
"Afgoo","Blue City Diesel","0.0625"
"Afgoo","Blue Diesel","0.015625"
"Afgoo","Blue Dream","0"
"Afgoo","Blue Magoo","0"
"Afgoo","Blue Widow","0"
"Afgoo","Blueberry Kush","0"
"Afgoo","Blueberry Line","0.125"
"Afgoo","Blueberry OG","0"
"Afgoo","Bruce Banner","0.0625"
"Afgoo","Bubba Kush","0"
"Afgoo","Bubba OG","0"
"Afgoo","California Sour","0"
"Afgoo","Candy Kush","0"
"Afgoo","Candyland","0"
"Afgoo","Cannadential","0.125"
"Afgoo","Cannalope Haze","0"
"Afgoo","Cannatonic","0.0625"
"Afgoo","Casey Jones","0"
"Afgoo","Cataract Kush","0.125"
"Afgoo","Charles Kush","0"
"Afgoo","Cheese Quake","0.00048828125"
"Afgoo","Chem Valley Kush","0"
"Afgoo","Chemdog Sour Diesel","0"
"Afgoo","Chemmy Jones","0"
"Afgoo","Chernobyl","0.00048828125"
"Afgoo","Cherry Pie","0"
"Afgoo","Chocolope","0"
"Afgoo","Cinderella 88","0.0078125"
"Afgoo","Cinderella 99","0.00390625"
"Afgoo","Cinex","0.00439453125"
"Afgoo","Colombian Gold","0"
"Afgoo","Cookies and Cream","0"
"Afgoo","Corleone Kush","0"
"Afgoo","Cotton Candy","0"
"Afgoo","Critical Kush","0"
"Afgoo","Critical Mass","0"
"Afgoo","DNL","0"
"Afgoo","Dairy Queen","0.0009765625"
"Afgoo","DeadHead OG","0"
"Afgoo","Death Star","0"
"Afgoo","Diesel","0.0625"
"Afgoo","Diesel Ryder","0.0625"
"Afgoo","Double Dawg","0.125"
"Afgoo","Dutch Hawaiian","0"
"Afgoo","Dynamite","0"
"Afgoo","Fire OG","0"
"Afgoo","Flo","0.25"
"Afgoo","Floral Line","0.25"
"Afgoo","Fruity Pebbles","0.0625"
"Afgoo","G-13 Haze","0.125"
"Afgoo","G-13 Haze NYC Diesel","0.125"
"Afgoo","Ghost Train Haze #1","0"
"Afgoo","Girl Scout Cookies","0"
"Afgoo","Glass Slipper","0.0029296875"
"Afgoo","God's Gift","0"
"Afgoo","Golden Goat","0"
"Afgoo","Gorilla Glue #4","0"
"Afgoo","Grape God","0"
"Afgoo","Grape Stomper","0"
"Afgoo","Great White Shark","0"
"Afgoo","Green Crack","0"
"Afgoo","Green Ribbon","0.25"
"Afgoo","HTAF","0.25"
"Afgoo","Hash Plant x Northern Lights","0"
"Afgoo","Hawaiian Haze","0.5"
"Afgoo","Headband","0"
"Afgoo","Hells Angel OG","0.125"
"Afgoo","Holy Grail Kush","0"
"Afgoo","Humboldt Snow","0.0009765625"
"Afgoo","J1","0.0625"
"Afgoo","Jack Flash","0.125"
"Afgoo","Jack Herer","0.125"
"Afgoo","Jack the Ripper","0.0009765625"
"Afgoo","Jedi Kush","0"
"Afgoo","Jesus OG","0.06298828125"
"Afgoo","Jillybean","0.0009765625"
"Afgoo","Juicy Fruit","0.25"
"Afgoo","KC 33","0"
"Afgoo","Kandy Kush","0"
